sveitarfelag,ar,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,breyting_lifeyrisskuldbindinga,afborganir_langtimalana,adrar_fjarmognunarhreyfingar,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,eiginfjarhlutfall,framlegd,framlegd_hlutf,handbaert_fe_per_ibui,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,skattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,timi_borga_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,cpi,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,rekstrarnidurstada_kjortimabil,tekjur_kjortimabil,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil
Blönduósbær,2008,A og B-hluti,780239000,1235397000,571811000,278614000,146176000,559988000,40500000,-90631000,17387000,-61421000,8597000,-85543000,0,455158000,143531000,0,74824000,134671000,-78126000,60000000,245141000,64949000,904,0.368430553093459,52323000,0.09150401094067795,82769.91150442477,0.3441135619953389,161699.1150442478,271173.6725663717,0.43776116631070666,10063873.600000001,136112126.4,150566.5115044248,636708000,1.1134937942781793,-0.10741486260320281,-56440000,1671061000,-0.03377494896954689,308201.3274336283,0.6315694469065409,1.3645050549919466,863096.2389380531,9.803199433401591,0.11358473341716056,1.0657899622041864,0.5701439219239005,7.521794044754782e-4,NA,0.4085679785012452,-195313000,4858589000,-0.04019953118076051,-209901.12842557766
Bolungarvíkurkaupstaður,2008,A-hluti,797974000,922964000,533787000,288402000,156116000,576102000,18722000,-62049000,0,-104364000,9904000,-61210000,70652000,124989000,189212000,62484000,17425000,247518000,-138919000,100500000,292013000,34002000,908,0.13542131654105685,-23593000,-0.04419927798916047,19190.528634361235,0.3512028759240346,171933.9207048458,321600.2202643172,0.5068772543750933,9394651.200000001,146721348.8,161587.38854625553,671246000,1.2575165749634218,-0.1955161890416964,-262253000,1548032000,-0.16941058065983133,317623.34801762115,0.8645786834589432,1.49492962548732,878825.9911894273,19.741368154814424,0.06369956555704803,0.7644373338504674,0.5701439219239005,7.02161357121063e-4,NA,0.45308899798204166,-106674000,4700404000,-0.022694644970942923,-111964.3138283915
Bolungarvíkurkaupstaður,2008,A og B-hluti,1195317000,1016279000,617190000,286151000,156116000,564276000,26398000,-169179000,0,-116265000,9904000,-101848000,107939000,-179038000,125166000,0,17434000,294842000,-154161000,100500000,310819000,46423000,908,-0.176170126510535,79312000,0.12850499846076574,19200.44052863436,0.35299038815918893,171933.9207048458,342311.6740088106,0.5508279636206396,10862544,145253456,159970.76651982378,1070151000,1.7339085208768774,-0.18837797112720556,-299287000,1691060000,-0.1769818930138493,315144.2731277533,1.176170126510535,1.936708307004326,1316428.4140969163,23.0521724145359,0.075216707982955,0.4245188948657247,0.5701439219239005,8.118724659865242e-4,NA,0.5326897889280712,54825000,5408092000,0.010137586416799122,57543.951718709
Borgarbyggð,2008,A-hluti,3629383000,4120300000,2231003000,1235640000,536132000,2332749000,83362000,-708431000,0,-810177000,46715000,-181286000,-210957000,490920000,350901000,22399000,65011000,1183304000,-453316000,455977000,1104895000,192691000,3781,0.11914666407785841,-18384000,-0.008240239927960653,17194.128537423963,0.30259649661468857,141796.3501719122,292222.9568897117,0.4736450428228669,39265652.800000004,496866347.2,131411.35868817772,3300881000,1.4795502292018432,-0.3631447380393482,-714297000,6513602000,-0.10966236500173022,326802.4332187252,0.8808533359221415,1.6267943162783733,959900.2909283258,17.130436813343643,0.08636967319183345,0.2965434072731944,0.5701439219239005,0.0029347363165853845,NA,0.9997719140843329,919004000,16436237000,0.05591328477436776,242449.28109748053
Borgarbyggð,2008,A og B-hluti,3848909000,4284002000,2313122000,1235640000,536132000,2400131000,92844000,-754568000,0,-841577000,46715000,-207806000,-214598000,435097000,325544000,0,65011000,1169085000,-429337000,455977000,1105781000,198582000,3781,0.10156321122165676,5835000,0.0025225647415052037,17194.128537423963,0.30259649661468857,141796.3501719122,292457.2864321608,0.4607169358672506,40710947.2,495421052.8,131029.10679714361,3523365000,1.5232075956218478,-0.36382732947073265,-1609988000,6720312000,-0.23957042470647197,326802.4332187252,0.8984367887783432,1.6639455247064356,1017960.5924358636,17.742620177055322,0.08585020591218276,0.2784605054380135,0.5701439219239005,0.003042758408703448,NA,0.6950830335953907,952445000,18223482000,0.052264709894629356,251271.60005276348
Dalabyggð,2008,A-hluti,261145000,588734000,493337000,201964000,214202000,464473000,14690000,-31586000,0,-2722000,9793000,-28843000,8441000,327583000,144446000,34409000,39620000,74504000,-55884000,NA,195899000,54259000,709,0.5564193676600978,43554000,0.08828447896671038,55881.523272214385,0.5147032674461633,302118.4767277856,276303.2440056417,0.42176617370654484,8682731.200000001,205519268.8,289872.0293370945,151108000,0.30629772346286616,-0.005517526558924225,89442000,1505018000,0.05942918955122131,284857.54583921016,0.4435806323399022,0.5293440386591721,368328.6318758815,2.7849389041449344,0.10998364201347152,1.938768388274455,0.5701439219239005,6.48952067843604e-4,NA,0.47218972572149764,-59015000,3221677000,-0.018318099548775373,-90827.24124663332
Dalabyggð,2008,A og B-hluti,335620000,684177000,589810000,200138000,214202000,567965000,16347000,-42019000,0,-20174000,9793000,-50795000,-1000,348552000,119803000,0,48941000,79479000,-34544000,NA,266273000,46246000,709,0.5094471167548749,38192000,0.06475305606890354,69028.20874471086,0.516971569242651,302118.4767277856,375561.3540197461,0.46881938147597124,10380656,203821344,287477.21297602257,215817000,0.36590936064156254,-0.034204235262203085,30606000,1643835000,0.018618656981996367,282282.0874471086,0.49055288324512514,0.5690307048032417,473370.9449929478,4.666717121480777,0.07840830097828114,1.5073541438619007,0.5701439219239005,7.758558939119425e-4,NA,0.5189178825824985,167631000,3941280000,0.042532121544269885,257993.07425933052
Dalvíkurbyggð,2008,A-hluti,933341000,1724850000,1118317000,582818000,385905000,976137000,33972000,-29366000,0,112814000,36152000,-44308000,65299000,791509000,471930000,173929000,136000000,277695000,-256072000,NA,523409000,225637000,1959,0.458885700205815,176152000,0.1575152662438289,69423.17508933129,0.3983646511954398,196990.8116385911,267181.7253700868,0.5362044467118857,19682379.200000003,366222620.8,186943.65533435426,635340000,0.5681215612388973,0.10087837348444136,533687000,3439904000,0.15514589942044893,297507.9122001021,0.541114299794185,0.8345943055502152,476437.4680959673,2.81576159938308,0.20176479477643638,1.699454437422352,0.5701439219239005,0.0014710717616044523,NA,0.5316843279356425,282604000,8683836000,0.03254368230814124,149862.91926289274
Dalvíkurbyggð,2008,A og B-hluti,1559742000,2686526000,1336705000,575866000,385905000,1124840000,92482000,-163303000,-294000,48268000,39556000,-142303000,-62897000,1126784000,333685000,0,136000000,263780000,-197997000,112658000,567085000,287444000,1959,0.4194204708981041,304347000,0.22768449283873404,69423.17508933129,0.4012441631115931,196990.8116385911,289476.77386421646,0.5041472564987021,23526008,362378992,184981.61919346606,1226057000,0.9172233215256919,0.03610968762741218,366224000,3701088000,0.09895036270415618,293959.16283818276,0.5805795291018959,1.1668558133619609,796192.9555895865,4.265376908197771,0.2150392195735035,1.2650125104253545,0.5701439219239005,0.0017583466754913669,NA,0.7821568534040734,424855000,10129401000,0.04194275653614661,225297.62693888374
Eyja- og Miklaholtshreppur,2008,A-hluti,2027000,198247000,133807000,38785000,21854000,64140000,941000,15870000,0,85537000,0,NA,NA,196220000,146268000,0,132077000,2027000,73590000,NA,3975000,13030000,128,0.9897753812163614,70608000,0.5276853976249374,1031851.5625,0.36039512524942696,170734.375,31054.6875,0.06197380729653882,2355003.2,19498996.8,152335.9125,-144241000,-1.0779779832146301,0.6392565411376087,107861000,264045000,0.4084947641500502,303007.8125,0.010224618783638562,0.015148684299027704,15835.9375,0,0.09737906088620177,72.15984213122842,0.5701439219239005,1.7601422423606805e-4,NA,0.06893151057607291,-19465000,617239000,-0.03153559642213146,-159222.90388548057
Eyja- og Miklaholtshreppur,2008,A og B-hluti,2027000,198247000,133807000,38785000,21854000,64140000,941000,15870000,0,85537000,0,NA,NA,196220000,146268000,0,132077000,2027000,73590000,NA,3975000,13030000,128,0.9897753812163614,70608000,0.5276853976249374,1031851.5625,0.36039512524942696,170734.375,31054.6875,0.06197380729653882,2355003.2,19498996.8,152335.9125,-144241000,-1.0779779832146301,0.6392565411376087,182236000,332733000,0.5476943976100958,303007.8125,0.010224618783638562,0.015148684299027704,15835.9375,0,0.09737906088620177,72.15984213122842,0.5701439219239005,1.7601422423606805e-4,NA,0.06893151057607291,-29877000,627197000,-0.04763575080875706,-244392.6380368098
Eyjafjarðarsveit,2008,A-hluti,363082000,882732000,614217000,274730000,238589000,597660000,21967000,-80652000,0,-64095000,0,-32792000,23680000,519650000,140458000,27925000,39474000,91292000,-9613000,NA,299900000,32404000,1009,0.5886837681198823,38524000,0.06272050431687824,39121.90287413281,0.4647967443246792,236460.85232903867,297224.97522299306,0.5017903155640331,10810219.200000001,227778780.8,225747.05728444006,250549000,0.40791609480037183,-0.10435237057912758,19060000,1788668000,0.010655974166251088,272279.4846382557,0.4113162318801177,0.5911298449896372,359843.4093161546,7.732039254413036,0.05275659905212653,1.538557595408141,0.5701439219239005,8.079616818821513e-4,NA,2.6144518451845182,351864000,4561972000,0.077129802637982,332574.66918714554
Eyjafjarðarsveit,2008,A og B-hluti,436183000,900221000,659736000,273790000,238589000,603512000,26017000,-107910000,-5728000,-57414000,0,-33961000,0,464038000,125891000,0,39474000,97934000,12626000,NA,299900000,30296000,1009,0.515471200960653,82241000,0.12465743873306899,39121.90287413281,0.46564945089474785,236460.85232903867,297224.97522299306,0.496924667612243,11611353.600000001,226977646.4,224953.06878097125,310292000,0.4703275249493737,-0.08702571937866055,-82002000,1868110000,-0.043895702073218384,271347.8691774034,0.484528799039347,0.6611477924503134,432292.36868186324,10.242012146818062,0.04592139886257533,1.2854677640043295,0.5701439219239005,8.678389040977423e-4,NA,2.1977608368141808,369215000,4640411000,0.0795651505868769,348974.4801512287
Fjallabyggð,2008,A-hluti,1288199000,2545127000,1447026000,761204000,430641000,1371294000,46395000,15288000,0,91020000,66261000,-83498000,-111372000,1256928000,1085598000,461653000,322434000,238143000,-246800000,NA,716344000,254553000,2195,0.49385669163071233,122127000,0.08439862172483424,146894.76082004557,0.36132299082514924,196191.79954441913,326352.6195899772,0.5223854257365671,25467657.6,405173342.4,184589.2220501139,664254000,0.45904772961923285,0.06290142678846129,596429000,4379650000,0.1361818866804425,346789.9772209567,0.5061433083692877,0.8902390143646348,586878.8154897494,2.609491932917703,0.1759146000140979,4.55859714541263,0.5701439219239005,0.0019034666261064117,NA,0.6149235307006133,302020000,9841913000,0.030687123529744675,151047.76194048513
Fjallabyggð,2008,A og B-hluti,1779794000,2803312000,1573495000,754069000,430641000,1514691000,89528000,-115321000,0,-56517000,66674000,-96495000,-9738000,1023518000,626306000,0,324525000,256848000,-286241000,NA,802926000,236714000,2195,0.3651102695668552,148332000,0.0942691270070766,147847.38041002277,0.363499084164057,196191.79954441913,365797.722095672,0.5300922762464424,27693512,402947488,183575.1653758542,1153488000,0.733073826100496,-0.03591813129371241,244338000,4550053000,0.053700033823781836,343539.4077448747,0.6348897304331448,1.1311087737806602,810840.0911161731,4.872918374071665,0.15043835538085598,2.438430511430885,0.5701439219239005,0.002069828198557115,NA,0.7839994502558645,592772000,12416176000,0.04774191345225776,296460.1150287572
Fjarðabyggð,2008,A-hluti,5952273000,6609824000,3220352000,2353741000,225271000,3154844000,150949000,-1226000000,0,-1160492000,153634000,-248040000,-295011000,657556000,1582600000,1017108000,61263000,843502000,-354492000,NA,1704095000,279924000,5368,0.09948162008549698,216457000,0.06721532304543106,11412.6304023845,0.0873477905492491,41965.53651266766,317454.3591654247,0.5401519060847383,56678195.2,168592804.8,31407.00536512668,5386781000,1.672730496541993,-0.3603618486426329,-116249000,10847321000,-0.01071683966944465,438476.34128166916,0.900518379914503,1.8483299341190031,1108843.7034277199,19.24372686872151,0.086923417067451,1.876225545404753,0.5701439219239005,0.004236159237163005,NA,0.5952484313193118,-116168000,24883630000,-0.004668450704338555,-23022.940098102365
Fjarðabyggð,2008,A og B-hluti,8921502000,9135638000,4255808000,2340661000,225271000,3799774000,307408000,-2045494000,-2536000,-1591996000,165327000,-452820000,-951000,214133000,915615000,0,79377000,1039015000,-735145000,NA,1845210000,620897000,5368,0.02343930440326116,763442000,0.17938826187647564,14787.071535022355,0.08779305141367737,41965.53651266766,343742.54843517137,0.4856104599905152,74902220.80000001,150368779.2,28012.067660208642,8005887000,1.8811673364963832,-0.37407608613922433,-2240968000,11673068000,-0.1919776360422127,436039.67958271236,0.9765606955967389,2.0963121456607063,1661978.7630402385,12.894066165563693,0.14589403469329443,0.8812336684263461,0.5701439219239005,0.005598232854915306,NA,0.8771744635363824,1751660000,34047093000,0.05144815153528673,347155.5269286033
Fljótsdalshreppur,2008,A-hluti,77853000,774568000,206266000,195350000,2058000,108796000,9975000,-2212000,-1550000,93708000,0,-10923000,-260000,696715000,591604000,2192000,579317000,39095000,-55763000,NA,11314000,114956000,394,0.8994884890674544,107445000,0.5209050449419681,1470347.7157360406,0.010425109418058033,5223.350253807107,28715.736040609136,0.10399279385271518,3630281.6,-1572281.6,-3990.5624365482236,-511559000,-2.4800936654611037,0.45430657500509053,499126000,721046000,0.6922249065940315,495812.18274111673,0.10051151093254562,0.3774398107298343,197596.4467005076,0,0.5573191897840652,15.132472183143625,0.5701439219239005,2.713292277405279e-4,NA,3.1824796631647794,-84266000,885213000,-0.09519290837346492,-1009173.6526946108
Fljótsdalshreppur,2008,A og B-hluti,88593000,778477000,206866000,195350000,2058000,109322000,10297000,-4084000,-1550000,91910000,0,-11233000,0,689884000,589412000,0,579317000,39475000,-55763000,NA,11314000,114999000,394,0.8861970231618918,107841000,0.5213084798855298,1470347.7157360406,0.010425109418058033,5223.350253807107,28715.736040609136,0.10349243519145278,3640841.6,-1582841.6,-4017.364467005076,-500819000,-2.4209826651068806,0.44429727456421064,387819000,670798000,0.5781457309055781,495812.18274111673,0.11380297683810825,0.42826274013129273,224855.32994923857,0,0.5559105894637109,14.931272957568082,0.5701439219239005,2.7211848790286347e-4,NA,2.690343152140905,-85971000,887553000,-0.09686294790282947,-1029592.8143712574
Flóahreppur,2008,A-hluti,80572000,463412000,370095000,153704000,172431000,335402000,6749000,15434000,0,50127000,0,-4069000,-8032000,382842000,256513000,29409000,186611000,47302000,10733000,NA,156718000,54897000,585,0.8261374327811969,41442000,0.11197665464272687,318993.1623931624,0.5287105033191777,294753.8461538461,267894.0170940171,0.4672542203087638,6513672,165917328,283619.3641025641,-146532000,-0.39593077453086367,0.13544360231832367,172192000,1059530000,0.16251734259530168,262741.8803418803,0.1738625672188031,0.21770626460773584,137729.91452991453,0,0.1483321849795323,5.422878525220921,0.5701439219239005,4.86835399632662e-4,NA,0.3254119547657512,53735000,3017907000,0.017805386315747965,79962.79761904762
Flóahreppur,2008,A og B-hluti,152590000,501368000,378623000,153269000,172431000,343724000,9329000,-2641000,0,32258000,0,-5486000,-1000,348779000,225398000,0,186611000,49273000,5834000,NA,156718000,53162000,585,0.6956546887715211,44228000,0.11681276626089804,318993.1623931624,0.5294166410807492,294753.8461538461,267894.0170940171,0.4559413948400461,6663764.800000001,165767235.2,283362.7952136752,-72808000,-0.1922968229610985,0.08519820507470492,138549000,1096785000,0.12632284358374704,261998.2905982906,0.30434531122847885,0.40301302350887297,260837.60683760684,0,0.14040879714121962,4.574472835021209,0.5701439219239005,4.980534174066589e-4,NA,0.5909897209075347,44330000,3113968000,0.014235855988243938,65967.26190476191
Garðabær,2008,A-hluti,6872298000,12430231000,6181567000,5559005000,299650000,6079441000,308123000,-889889000,0,-787763000,155451000,-428397000,240281000,5557928000,2550093000,37435000,928650000,2234401000,-614988000,568699000,2879076000,696883000,12360,0.44712990450459045,410249000,0.06636650545080236,75133.49514563107,0.05114655155492173,24243.527508090614,232934.9514563107,0.4735757777729893,108795579.2,190854420.8,15441.296181229774,4359640000,0.705264538910603,-0.12743742808255576,2389181000,20024688000,0.11931177154919967,449757.6860841424,0.5528700954954096,1.1117404373357112,556011.1650485437,6.255913833455544,0.11273565424430407,1.14128708320485,0.5701439219239005,0.008131440956514073,NA,0.314098570479278,288817000,65635708000,0.004400302957042834,17339.857410881803
Garðabær,2008,A og B-hluti,7192165000,12516879000,6560414000,5556528000,299650000,6215319000,371037000,-1216305000,0,-871210000,155451000,-431569000,119140000,5324710000,2454354000,0,928650000,2239893000,-766932000,613121000,2899797000,927858000,12360,0.42540237067083575,716132000,0.10915957438051928,75133.49514563107,0.051168185120056116,24243.527508090614,234611.4077669903,0.46655642292857374,115463286.4,184186713.6,14901.837669902912,4737811000,0.7221817098737976,-0.13279802158827173,-38647000,19845200000,-0.0019474230544413763,449557.28155339806,0.57459762932916425,1.096297428790317,581890.3721682848,5.106181118231453,0.14143284250048854,1.0957460914427608,0.5701439219239005,0.008629789031048003,NA,0.319198062558367,2500210000,69309515000,0.03607311348232634,150106.41651031896
